ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Year,Temp_Bin,Humidity_Bin
A-1645652,Source2,3,2020-02-13 07:23:56,2020-02-13 08:42:12,42.782143,-73.922882,,,0.0,Left lane blocked due to accident on I-890 Westbound at Exit 7 NY-7 Crosstown Plz.,Crosstown Connection,Schenectady,Schenectady,NY,12303,US,US/Eastern,KALB,2020-02-13 07:10:00,34.0,34.0,89.0,29.36,1.0,CALM,0.0,0.01,Light Sleet,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2020,"(-19.001, 39.0]","(84.0, 100.0]"
A-3519127,Source1,4,2016-05-04 16:33:45,2016-05-04 22:33:45,40.82912,-73.84751999999997,40.827988,-73.84431500000002,0.185,At I-678/Hutchinson Riv Pky/Exit 6 - Accident., Cross Bronx Expy,Bronx,Bronx,NY,10472-6315,US,US/Eastern,KLGA,2016-05-04 16:51:00,52.0,,89.0,29.72,10.0,ENE,15.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,"(39.0, 56.0]","(84.0, 100.0]"
A-1219879,Source2,3,2020-12-21 07:50:13,2020-12-21 10:38:02,40.809101,-73.90374,,,0.0,Two lanes blocked due to accident on I-278 Bruckner Expy Eastbound at Exit 48 Bruckner Blvd.,Bruckner Expy W,Bronx,Bronx,NY,10454,US,US/Eastern,KLGA,2020-12-21 07:51:00,39.0,39.0,79.0,29.87,6.0,CALM,0.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2020,"(-19.001, 39.0]","(66.0, 84.0]"
A-5903240,Source1,2,2021-07-06 18:57:48,2021-07-06 22:24:37,40.900121,-73.796591,40.900422,-73.795722,0.05,NYSTA - Statewide Ops.: crash on I-95 - New England Thruway southbound at After Exit 15 (I-95) - New Rochelle (US 1) starting 7:11 PM 07/06/2021 [CARS CAD-211870406],Main St,New Rochelle,Westchester,NY,10801,US,US/Eastern,KLGA,2021-07-06 18:51:00,74.0,74.0,73.0,29.91,4.0,NW,21.0,0.0,T-Storm / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021,"(71.0, 172.0]","(66.0, 84.0]"
A-2021790,Source2,3,2019-08-14 16:33:18,2019-08-14 18:03:02,40.844788,-73.92546800000002,,,0.0,Left lane blocked due to accident on I-87 Major Deegan Expressway Northbound before Exit 7N-S I-95 Cross Bronx Expy Exits 1C-D 1D-C-B.,Alexander Hamilton Bridge,Bronx,Bronx,NY,10452,US,US/Eastern,KLGA,2019-08-14 16:36:00,78.0,78.0,66.0,29.83,10.0,NE,12.0,0.0,Thunder in the Vicinity,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,"(71.0, 172.0]","(50.0, 66.0]"
A-5766612,Source1,4,2021-12-11 17:59:24,2021-12-11 19:34:56,44.00501,-75.897409,44.003082,-75.898995,0.155,Incident on US-11 SB near PLAZA DR Road closed. Take alternate route.,Plaza Dr,Watertown,Jefferson,NY,13601,US,US/Eastern,KART,2021-12-11 17:56:00,49.0,41.0,86.0,28.95,2.0,WSW,30.0,0.16,Heavy Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2021,"(39.0, 56.0]","(84.0, 100.0]"
A-3489258,Source1,2,2016-08-12 14:50:22,2016-08-12 20:50:22,40.85005,-73.94481,40.84992,-73.94408,0.039,At RT-9A/Henry Hudson Pky - Accident.,George Washington Brg,New York,New York,NY,10032,US,US/Eastern,KNYC,2016-08-12 14:51:00,93.0,,56.0,29.86,8.0,West,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,"(71.0, 172.0]","(50.0, 66.0]"
A-447812,Source2,3,2017-05-23 08:42:09,2017-05-23 09:11:46,40.737286,-73.851784,,,0.0099999997764825,Lane blocked on exit ramp due to accident on I-495 Long Island Expy Eastbound at Exit 21 108th St.,Long Island Expy E,Forest Hills,Queens,NY,11375,US,US/Eastern,KLGA,2017-05-23 08:51:00,61.0,,67.0,29.96,10.0,NE,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,"(56.0, 71.0]","(66.0, 84.0]"
A-4759963,Source1,2,2023-02-22 21:07:30,2023-02-23 00:48:01,42.951654,-78.758165,42.951492,-78.740163,0.91,crash left lane blocked center lane blocked I-90 - NYS Thruway eastbound between exit 52A and exit 52,I-90 E,Buffalo,Erie,NY,14221,US,US/Eastern,KBUF,2023-02-22 21:19:00,30.0,17.0,88.0,29.0,2.0,ENE,22.0,0.03,Snow and Sleet / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2023,"(-19.001, 39.0]","(84.0, 100.0]"
A-5871187,Source1,2,2021-05-26 11:01:00,2021-05-26 13:41:43,43.208133,-77.685467,43.207373,-77.685709,0.054,Incident on SOMERWORTH DR near W RIDGE RD Expect long delays.,Standish Rd,Rochester,Monroe,NY,14626,US,US/Eastern,KROC,2021-05-26 10:54:00,83.0,83.0,47.0,29.28,10.0,W,22.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021,"(71.0, 172.0]","(0.999, 50.0]"
A-5226345,Source1,4,2023-01-13 00:50:16,2023-01-13 02:13:49.000000000,42.683788,-73.84614,42.683551,-73.84535600000002,0.043,Incident on US-20 EB near I-87 Road closed. Take alternate route., Western Ave,Albany,Albany,NY,12203-4222,US,US/Eastern,KALB,2023-01-13 00:51:00,36.0,36.0,100.0,29.29,0.75,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2023,"(-19.001, 39.0]","(84.0, 100.0]"
A-5403343,Source1,4,2022-12-11 10:23:29,2022-12-11 12:33:27,42.989048,-76.250362,42.986776,-76.260227,0.523,NYSDOT - Region 3: Crash on NY 175 westbound between Cedarvale Rd (Onondaga) and Kasson Road; CR 179 (Onondaga) All lanes closed, Cedarvale Rd,Syracuse,Onondaga,NY,13215-9663,US,US/Eastern,KSYR,2022-12-11 10:15:00,30.0,23.0,96.0,29.7,0.5,ENE,7.0,0.02,Snow,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2022,"(-19.001, 39.0]","(84.0, 100.0]"
A-217746,Source2,2,2016-06-29 06:23:52,2016-06-29 06:53:52,40.757202,-73.853813,,,0.0,Left lane blocked due to accident on Grand Central Pkwy Eastbound at NY-25A Northern Blvd.,Grand Central Pkwy E,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2016-06-29 06:41:00,70.0,,87.0,29.87,10.0,Variable,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,"(56.0, 71.0]","(84.0, 100.0]"
A-7188104,Source1,1,2020-04-21 17:36:16,2020-04-21 18:51:16,43.11305,-76.27165,43.11305,-76.27165,0.0,At Farrell Rd/Exit 3 - Accident. Hard shoulder blocked.,I-690 W,Syracuse,Onondaga,NY,13209,US,US/Eastern,KSYR,2020-04-21 17:54:00,39.0,27.0,41.0,29.16,10.0,W,33.0,0.0,Mostly Cloudy / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2020,"(-19.001, 39.0]","(0.999, 50.0]"
A-3204017,Source2,3,2017-11-24 15:41:11,2017-11-24 16:10:12,41.334316,-74.115036,,,0.0,Accident on I-87 Northbound after Exit 16.,I-87 N,Central Valley,Orange,NY,10917,US,US/Eastern,KSWF,2017-11-24 15:45:00,50.0,,40.0,29.93,20.0,SW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,"(39.0, 56.0]","(0.999, 50.0]"
A-202887,Source2,2,2016-10-27 08:33:10,2016-10-27 09:17:47,40.938389,-73.838669,,,0.01,Right hand shoulder blocked due to accident on Sprain Brook Pkwy Southbound at Bronx River Pkwy.,Bronx River Pkwy S,Bronxville,Westchester,NY,10708,US,US/Eastern,KHPN,2016-10-27 08:56:00,37.9,33.5,57.0,30.47,10.0,ENE,5.8,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,"(-19.001, 39.0]","(50.0, 66.0]"
A-213687,Source2,2,2016-08-13 13:35:21,2016-08-13 14:50:21,40.771851,-73.279976,,,0.0,Left lane blocked due to accident on Sagtikos Pkwy at Exit S3 Pine Aire Dr.,Sagtikos Pkwy S,Bay Shore,Suffolk,NY,11706,US,US/Eastern,KISP,2016-08-13 13:56:00,91.9,,59.0,29.89,10.0,SW,11.5,,Thunderstorm,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,"(71.0, 172.0]","(50.0, 66.0]"
A-7175396,Source1,4,2020-04-14 03:22:00,2020-04-14 04:11:58,40.74058,-73.83694,40.74687,-73.83463,0.451,Closed between I-495/I-678/Horace Harding Expy and I-678/Van Wyck Expy - Road closed due to accident.,Van Wyck Expy N,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2020-04-14 03:51:00,50.0,50.0,52.0,29.95,10.0,NW,21.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2020,"(39.0, 56.0]","(50.0, 66.0]"
A-881718,Source2,2,2021-09-27 17:51:50,2021-09-27 19:20:44,40.755299,-73.616966,,,0.7900000214576721,Entry ramp to Northern Parkway West Westbound from Meadowbrook Pkwy Northbound closed due to accident.,Northern State Pkwy E,Westbury,Nassau,NY,11590,US,US/Eastern,KFRG,2021-09-27 17:53:00,73.0,73.0,61.0,29.78,10.0,SSW,21.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021,"(71.0, 172.0]","(50.0, 66.0]"
A-7637101,Source1,2,2018-01-24 18:45:59,2018-01-25 00:45:59,42.3679,-77.68096,42.37487,-77.67139,0.6859999999999999,At RT-36/Exit 34 - Accident.,Southern Tier Expy E,Hornell,Steuben,NY,14843,US,US/Eastern,KDSV,2018-01-24 18:54:00,21.0,9.3,68.0,30.26,10.0,NNW,11.5,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2018,"(-19.001, 39.0]","(66.0, 84.0]"
A-3478751,Source1,2,2016-09-27 17:29:26,2016-09-27 23:29:26,42.66983,-73.73818,42.66796,-73.7351,0.203,Ramp to I-787/Patroon Island Brg - Accident.,I-90 E,Albany,Albany,NY,12204,US,US/Eastern,KALB,2016-09-27 17:51:00,70.0,,46.0,29.89,10.0,South,5.8,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,"(56.0, 71.0]","(0.999, 50.0]"
A-1202788,Source2,3,2021-01-06 15:28:21,2021-01-06 16:12:38,40.773811,-73.676079,,,0.0,Left lane blocked due to accident on I-495 Eastbound at Exits 34 35 36 Service Rd.,Long Island Expy W,Manhasset,Nassau,NY,11030,US,US/Eastern,KLGA,2021-01-06 15:51:00,41.0,31.0,53.0,29.97,10.0,NW,23.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021,"(39.0, 56.0]","(50.0, 66.0]"
A-7090738,Source1,2,2020-06-16 08:57:26,2020-06-16 10:17:24,42.95506,-76.98683,42.97887,-77.23161,12.485,Between Ontario/Seneca County Line and RT-21/Exit 43 - Accident.,I-90 W,Phelps,Ontario,NY,14532,US,US/Eastern,KPEO,2020-06-16 08:53:00,62.0,62.0,65.0,29.37,6.0,CALM,0.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2020,"(56.0, 71.0]","(50.0, 66.0]"
A-3066541,Source2,3,2018-01-15 14:17:22,2018-01-15 14:45:49,40.850067,-73.944817,,,1.600000023841858,Right lane blocked due to accident on I-95 George Washington Brg Southbound from Exits 73 74 Palisades Interstate Pkwy to Exit 1 Riverside Dr.,George Washington Brg,New York,New York,NY,10032,US,US/Eastern,KNYC,2018-01-15 13:51:00,28.0,19.3,58.0,30.54,9.0,East,9.2,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2018,"(-19.001, 39.0]","(50.0, 66.0]"
A-7152355,Source1,3,2020-04-03 11:21:08,2020-04-03 12:21:08,43.21036,-77.44667,43.21036,-77.44667,0.0,At CR-10/Holt Rd - Accident., Ridge Rd,Webster,Monroe,NY,14580-2951,US,US/Eastern,KROC,2020-04-03 10:54:00,39.0,32.0,89.0,29.36,3.0,NW,12.0,0.02,Light Drizzle,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2020,"(-19.001, 39.0]","(84.0, 100.0]"
A-7545265,Source1,2,2018-08-07 12:43:50,2018-08-07 18:43:50,42.63076,-73.77942,42.63471,-73.78421999999998,0.366,At I-787/US-9W/Exit 23 - Accident.,New York Trwy N,Albany,Albany,NY,12209,US,US/Eastern,KALB,2018-08-07 12:40:00,88.0,,57.0,29.91,10.0,SSE,8.1,,Thunderstorm,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2018,"(71.0, 172.0]","(50.0, 66.0]"
A-1337357,Source2,2,2020-10-13 06:08:17,2020-10-13 06:38:03,43.173069,-77.648216,,,0.0,Accident on Curlew St at Curtis St.,Curlew St,Rochester,Monroe,NY,14606-2551,US,US/Eastern,KROC,2020-10-13 05:54:00,57.0,57.0,83.0,29.24,5.0,SSW,9.0,0.01,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2020,"(56.0, 71.0]","(66.0, 84.0]"
A-610014,Source3,3,2022-05-26 11:19:52,2022-05-26 12:20:00,43.120968,-77.745605,,,0.0,Right lane blocked due to crash on I-490 Eastbound at Exit 5 NY-386 Chili Center Coldwater Rd.,Chili Center Coldwater Rd,Rochester,Monroe,NY,14624,US,US/Eastern,KROC,2022-05-26 10:54:00,73.0,73.0,55.0,29.42,10.0,SSW,22.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022,"(71.0, 172.0]","(50.0, 66.0]"
A-1447577,Source2,3,2020-05-26 16:17:13,2020-05-26 17:46:31,40.668381,-73.801582,,,0.4699999988079071,Exit ramp from I-678 Southbound at Exits 1B-2 1E-1 1W 2 to N Conduit Ave Westbound lane blocked due to accident.,Van Wyck Expy S,Jamaica,Queens,NY,11436,US,US/Eastern,KJFK,2020-05-26 15:51:00,68.0,68.0,76.0,30.2,10.0,SSE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2020,"(56.0, 71.0]","(66.0, 84.0]"
A-1454936,Source2,2,2020-06-02 23:02:31,2020-06-03 00:53:23,42.949474,-78.702972,,,0.0,Accident on I-90 Eastbound at Exit 49 NY-78 Transit Rd.,I-90 E,Buffalo,Erie,NY,14221,US,US/Eastern,KBUF,2020-06-02 22:54:00,67.0,67.0,73.0,28.92,6.0,SSW,9.0,0.0,Light Rain with Thunder,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2020,"(56.0, 71.0]","(66.0, 84.0]"
A-7713358,Source1,4,2019-04-24 00:44:33,2019-04-24 05:20:52,40.76025,-73.70206999999998,40.76659,-73.68664,0.919,Closed between Grand Central Pky and New Hyde Park Rd/Exit 26 - Road closed due to accident.,Northern State Pkwy E,Great Neck,Nassau,NY,11020,US,US/Eastern,KLGA,2019-04-24 00:51:00,65.0,65.0,65.0,29.7,10.0,S,10.0,0.09,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,"(56.0, 71.0]","(50.0, 66.0]"
A-1375819,Source2,2,2020-07-03 19:27:58,2020-07-03 20:12:40,40.760311,-73.53340899999998,,,0.0,Lane blocked due to accident on Old Country Rd at Underhill Ave.,W Old Country Rd,Hicksville,Nassau,NY,11801-4104,US,US/Eastern,KFRG,2020-07-03 19:31:00,74.0,74.0,87.0,29.77,7.0,E,9.0,0.01,T-Storm,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2020,"(71.0, 172.0]","(84.0, 100.0]"
A-3630442,Source1,4,2017-06-18 04:37:49,2017-06-18 10:37:49,41.13512,-73.86067,41.144977,-73.86098199999998,0.6809999999999999,Closed at Rockledge Ave - Road closed due to accident., Scarborough Station Rd,Briarcliff Manor,Westchester,NY,10510,US,US/Eastern,KHPN,2017-06-18 04:56:00,69.1,,96.0,29.87,0.2,SE,4.6,,Fog,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,2017,"(56.0, 71.0]","(84.0, 100.0]"
A-629243,Source2,1,2022-05-04 07:57:34,2022-05-04 08:57:09,43.126369,-77.64269300000002,,,0.0,Crash on Genesee Park Blvd at Pioneer St.,Genesee Park Blvd,Rochester,Monroe,NY,14619-2459,US,US/Eastern,KROC,2022-05-04 07:54:00,49.0,45.0,97.0,29.27,1.0,N,9.0,0.24,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022,"(39.0, 56.0]","(84.0, 100.0]"
A-2886975,Source2,3,2018-04-16 09:30:38,2018-04-16 10:00:26,41.080166,-73.718109,,,0.0,Right hand shoulder blocked due to accident on I-684 Northbound before Exit 2 County Hwy-135.,I-684 S,Armonk,Westchester,NY,10504,US,US/Eastern,KHPN,2018-04-16 09:56:00,42.1,36.6,96.0,29.75,1.5,East,9.2,0.62,Light Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2018,"(39.0, 56.0]","(84.0, 100.0]"
A-6936719,Source1,2,2020-11-17 23:48:00,2020-11-18 03:16:21,41.332272,-73.817428,41.371672,-73.80085799999998,2.855,Crash on Taconic State Parkway southbound area of Exit 23 - Bryant Pond Rd. - CR 30 (Putnam Valley) left lane of 2 lanes blocked 23.0,Taconic State Pkwy,Yorktown Heights,Westchester,NY,10598,US,US/Eastern,KHPN,2020-11-17 23:56:00,33.0,21.0,50.0,29.67,10.0,NW,21.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2020,"(-19.001, 39.0]","(0.999, 50.0]"
A-2430383,Source2,3,2018-11-03 03:10:26,2018-11-03 03:39:58,40.734562,-73.922241,,,0.2000000029802322,Entry ramp to I-278 both ways from Long Island Expy Westbound lane blocked due to accident.,Brooklyn Queens Expy,Woodside,Queens,NY,11377,US,US/Eastern,KLGA,2018-11-03 02:51:00,59.0,,87.0,29.59,10.0,North,18.4,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2018,"(56.0, 71.0]","(84.0, 100.0]"
A-2967752,Source2,2,2018-03-25 01:54:01,2018-03-25 02:23:36,40.856102,-73.832863,,,0.0,Two lanes blocked due to accident on Hutchinson River Pkwy Northbound at Exits 3E 3W Bronx and Pelham Pkwy.,Bronx and Pelham Pkwy,Bronx,Bronx,NY,10461,US,US/Eastern,KLGA,2018-03-25 01:51:00,37.9,30.9,45.0,30.17,10.0,NNE,10.4,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2018,"(-19.001, 39.0]","(0.999, 50.0]"
A-2100217,Source2,2,2019-05-14 06:23:00,2019-05-14 07:54:37,40.775879,-73.224838,,,0.0,Accident on Gibson Ave at Hilton St.,Gibson Ave,Brentwood,Suffolk,NY,11717-5033,US,US/Eastern,KISP,2019-05-14 05:56:00,44.0,31.0,89.0,29.7,10.0,NNE,58.0,0.0,Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,"(39.0, 56.0]","(84.0, 100.0]"
A-2029660,Source2,3,2019-06-03 15:27:15,2019-06-03 15:56:24,40.820919,-73.88906899999998,,,0.0,Right lane blocked due to accident on I-278 Bruckner Expy Westbound at Exit 49 NY-895.,Bruckner Expy E,Bronx,Bronx,NY,10459,US,US/Eastern,KLGA,2019-06-03 15:51:00,70.0,70.0,23.0,29.87,10.0,WNW,22.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,"(56.0, 71.0]","(0.999, 50.0]"
A-1924648,Source2,2,2019-08-21 19:29:45,2019-08-21 20:14:37,40.745201,-73.308418,,,0.0,Accident on Brook Ave at Connor Ln.,Brook Ave,Deer Park,Suffolk,NY,11729-7236,US,US/Eastern,KFRG,2019-08-21 19:29:00,74.0,74.0,87.0,29.74,10.0,S,7.0,0.16,Thunder in the Vicinity,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,"(71.0, 172.0]","(84.0, 100.0]"
A-3670013,Source1,2,2023-02-28 00:14:30,2023-02-28 01:42:41.000000000,40.610482,-74.119339,40.636147,-74.23433,6.2860000000000005,Slow traffic on NY-440 S - I-278 W - Staten Island Expy W from Renwick Ave (I-278) to Edgar Rd (I-278) due to accident.,I-278 W,Staten Island,Richmond,NY,10314,US,US/Eastern,KLDJ,2023-02-28 00:15:00,34.0,26.0,93.0,29.63,5.0,E,10.0,0.03,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2023,"(-19.001, 39.0]","(84.0, 100.0]"
A-766131,Source2,3,2021-12-24 01:20:17,2021-12-24 02:03:50,40.743721,-73.83766899999998,,,0.0,Right lane blocked due to accident on I-678 Northbound at Exit 12 / I-495.,Van Wyck Expy S,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2021-12-24 00:51:00,34.0,28.0,46.0,30.12,10.0,E,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021,"(-19.001, 39.0]","(0.999, 50.0]"
A-875161,Source2,3,2021-10-05 10:46:13,2021-10-05 11:47:52,42.63419,-73.76178,,,0.5,Exit ramp from I-787 Northbound at Exit 2 to NY-32 lane blocked due to accident.,I-787 N,Albany,Albany,NY,12202,US,US/Eastern,KALB,2021-10-05 10:51:00,57.0,57.0,93.0,29.95,3.0,CALM,0.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021,"(56.0, 71.0]","(84.0, 100.0]"
A-2949127,Source2,3,2018-03-16 04:57:44,2018-03-16 05:43:00,40.951782,-73.745506,,,0.0,Restrictions due to accident on I-95 Southbound at Exit 18A Fenimore Rd.,I-95 N,Mamaroneck,Westchester,NY,10543,US,US/Eastern,KHPN,2018-03-16 04:56:00,30.9,24.3,69.0,29.6,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2018,"(-19.001, 39.0]","(66.0, 84.0]"
A-2627806,Source2,3,2018-08-06 23:25:20,2018-08-07 00:10:11,40.845249,-73.914116,,,0.0,Accident on I-95 Cross Bronx Expy Southbound at Exit 2A Jerome Ave.,Jerome Ave,Bronx,Bronx,NY,10452,US,US/Eastern,KLGA,2018-08-06 23:51:00,84.0,,67.0,30.01,10.0,SW,10.4,,Partly Cloudy,False,False,True,False,False,False,True,False,True,False,False,True,False,Night,Night,Night,Night,2018,"(71.0, 172.0]","(66.0, 84.0]"
A-2230397,Source2,3,2019-03-21 04:03:01,2019-03-21 05:18:54,40.989319,-73.678024,,,0.0,Left lane blocked due to accident on I-287 Cross Westchester Expy Eastbound before Exits 11 12 I-95.,Boston Post Rd,Rye,Westchester,NY,10580-2050,US,US/Eastern,KHPN,2019-03-21 03:56:00,39.0,36.8,76.0,30.2,10.0,East,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,"(-19.001, 39.0]","(66.0, 84.0]"
A-206568,Source2,2,2016-11-22 11:07:00,2016-11-22 11:36:38,42.136669,-73.69659399999998,,,0.01,Right hand shoulder blocked due to accident on Taconic State Pkwy Southbound near Post Hill Rd.,Post Hill Rd,Craryville,Columbia,NY,12521,US,US/Eastern,KPSF,2016-11-22 10:59:00,28.0,16.1,69.0,29.93,3.0,NW,16.1,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,"(-19.001, 39.0]","(66.0, 84.0]"
A-7018876,Source1,4,2020-05-09 16:57:58,2020-05-09 17:42:58,40.70581,-73.45575,40.70581,-73.45575,0.0,At Bethpage Pky/Linden St/Exit 31 - Overturned vehicle.,Southern State Pkwy E,Massapequa,Nassau,NY,11758,US,US/Eastern,KFRG,2020-05-09 16:53:00,46.0,38.0,33.0,29.79,10.0,NW,21.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2020,"(39.0, 56.0]","(0.999, 50.0]"
A-209403,Source2,2,2016-09-26 05:41:22,2016-09-26 06:28:26,42.208813,-73.636887,,,0.0,Right hand shoulder blocked due to accident on Taconic State Pkwy Northbound at NY-23.,State Route 23,Craryville,Columbia,NY,12521-5135,US,US/Eastern,KPSF,2016-09-26 05:42:00,32.0,,100.0,30.2,0.8,Calm,,,Mist,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2016,"(-19.001, 39.0]","(84.0, 100.0]"
A-1723383,Source2,3,2019-12-18 14:58:22,2019-12-18 15:42:54,40.740543,-73.841324,,,0.0,Left lane blocked due to accident on I-495 Eastbound at Grand Central Pkwy Exits 10E-W 10W-E.,Foot Path,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2019-12-18 14:51:00,35.0,23.0,57.0,29.81,10.0,W,25.0,0.0,Mostly Cloudy / Windy,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,"(-19.001, 39.0]","(50.0, 66.0]"
A-2211242,Source2,3,2019-03-10 10:36:26,2019-03-10 11:21:06,43.093742,-73.750862,,,0.0,Accident on I-87 Northbound at Exit 15 NY-50.,NY-9P Trk,Saratoga Springs,Saratoga,NY,12866,US,US/Eastern,KSCH,2019-03-10 10:23:00,32.0,22.1,87.0,30.14,5.0,SSE,13.8,,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,"(-19.001, 39.0]","(84.0, 100.0]"
A-198371,Source2,2,2016-12-30 07:06:26,2016-12-30 07:35:42,40.640652,-73.74339300000003,,,0.01,Accident on Brookville Blvd Northbound at NY-878 Rockaway Blvd.,Rockaway Blvd,Rosedale,Queens,NY,11422,US,US/Eastern,KJFK,2016-12-30 06:51:00,36.0,26.3,64.0,29.61,10.0,West,16.1,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,2016,"(-19.001, 39.0]","(50.0, 66.0]"
